trivials	empty	rule	c2	c3	c4	c5	f1	f2	f3	f4	f5	covPostCases	confidence	lift	globalQuality	withoutTrivial	optimised	iteration	treeNode	simplification	oneCatAltIndex	extLength	covPostCases2	support
11	""	-0.466019417475728	-0.87037037037037	-0.903846153846154							""	""	""	""	""	=if(or(A10 = "R";isnumber(match(c10;a$1:a$1000;0));isnumber(match(h10;a$1:a$1000;0));isnumber(match(d10;a$1:a$1000;0));isnumber(match(i10;a$1:a$1000;0));isnumber(match(e10;a$1:a$1000;0));isnumber(match(j10;a$1:a$1000;0));isnumber(match(f10;a$1:a$1000;0));isnumber(match(k10;a$1:a$1000;0));isnumber(match(g10;a$1:a$1000;0));isnumber(match(l10;a$1:a$1000;0)));0;p10)	From Tree node	011	15	""	""	""	""	""
12	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A10 = "R";isnumber(match(c10;a$1:a$1000;0));isnumber(match(h10;a$1:a$1000;0));isnumber(match(d10;a$1:a$1000;0));isnumber(match(i10;a$1:a$1000;0));isnumber(match(e10;a$1:a$1000;0));isnumber(match(j10;a$1:a$1000;0));isnumber(match(f10;a$1:a$1000;0));isnumber(match(k10;a$1:a$1000;0));isnumber(match(g10;a$1:a$1000;0));isnumber(match(l10;a$1:a$1000;0)));0;p10)	From Tree node	011	15	""	""	""	""	""
13	""	flavanoids< 1.4	Ash>=2.04	Alcohol>=12.1	" "	" "	flavanoids	Ash	Alcohol	" "	" "	0.979166666666667	0.94	3.49	0.920416666666667	=if(or(A14 = "R";isnumber(match(c14;a$1:a$1000;0));isnumber(match(h14;a$1:a$1000;0));isnumber(match(d14;a$1:a$1000;0));isnumber(match(i14;a$1:a$1000;0));isnumber(match(e14;a$1:a$1000;0));isnumber(match(j14;a$1:a$1000;0));isnumber(match(f14;a$1:a$1000;0));isnumber(match(k14;a$1:a$1000;0));isnumber(match(g14;a$1:a$1000;0));isnumber(match(l14;a$1:a$1000;0)));0;p14)	From Tree node	011113	15	""	""	1	47	50
14	""	0.824561403508772	0.30379746835443	0.322147651006711							""	""	""	""	""	=if(or(A14 = "R";isnumber(match(c14;a$1:a$1000;0));isnumber(match(h14;a$1:a$1000;0));isnumber(match(d14;a$1:a$1000;0));isnumber(match(i14;a$1:a$1000;0));isnumber(match(e14;a$1:a$1000;0));isnumber(match(j14;a$1:a$1000;0));isnumber(match(f14;a$1:a$1000;0));isnumber(match(k14;a$1:a$1000;0));isnumber(match(g14;a$1:a$1000;0));isnumber(match(l14;a$1:a$1000;0)));0;p14)	From Tree node	011113	15	""	""	""	""	""
15	""	-0.352941176470588	-0.87037037037037	-0.886792452830189							""	""	""	""	""	=if(or(A14 = "R";isnumber(match(c14;a$1:a$1000;0));isnumber(match(h14;a$1:a$1000;0));isnumber(match(d14;a$1:a$1000;0));isnumber(match(i14;a$1:a$1000;0));isnumber(match(e14;a$1:a$1000;0));isnumber(match(j14;a$1:a$1000;0));isnumber(match(f14;a$1:a$1000;0));isnumber(match(k14;a$1:a$1000;0));isnumber(match(g14;a$1:a$1000;0));isnumber(match(l14;a$1:a$1000;0)));0;p14)	From Tree node	011113	15	""	""	""	""	""
16	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A14 = "R";isnumber(match(c14;a$1:a$1000;0));isnumber(match(h14;a$1:a$1000;0));isnumber(match(d14;a$1:a$1000;0));isnumber(match(i14;a$1:a$1000;0));isnumber(match(e14;a$1:a$1000;0));isnumber(match(j14;a$1:a$1000;0));isnumber(match(f14;a$1:a$1000;0));isnumber(match(k14;a$1:a$1000;0));isnumber(match(g14;a$1:a$1000;0));isnumber(match(l14;a$1:a$1000;0)));0;p14)	From Tree node	011113	15	""	""	""	""	""
17	""	flavanoids< 1.4	Hue< 0.898	" "	" "	" "	flavanoids	Hue	" "	" "	" "	0.9375	0.978260869565217	3.63	0.917119565217391	=if(or(A18 = "R";isnumber(match(c18;a$1:a$1000;0));isnumber(match(h18;a$1:a$1000;0));isnumber(match(d18;a$1:a$1000;0));isnumber(match(i18;a$1:a$1000;0));isnumber(match(e18;a$1:a$1000;0));isnumber(match(j18;a$1:a$1000;0));isnumber(match(f18;a$1:a$1000;0));isnumber(match(k18;a$1:a$1000;0));isnumber(match(g18;a$1:a$1000;0));isnumber(match(l18;a$1:a$1000;0)));0;p18)	From Tree node	01	7	""	""	1	45	46
18	""	0.824561403508772	0.676470588235294								""	""	""	""	""	=if(or(A18 = "R";isnumber(match(c18;a$1:a$1000;0));isnumber(match(h18;a$1:a$1000;0));isnumber(match(d18;a$1:a$1000;0));isnumber(match(i18;a$1:a$1000;0));isnumber(match(e18;a$1:a$1000;0));isnumber(match(j18;a$1:a$1000;0));isnumber(match(f18;a$1:a$1000;0));isnumber(match(k18;a$1:a$1000;0));isnumber(match(g18;a$1:a$1000;0));isnumber(match(l18;a$1:a$1000;0)));0;p18)	From Tree node	01	7	""	""	""	""	""
19	""	-0.676470588235294	-0.824561403508772								""	""	""	""	""	=if(or(A18 = "R";isnumber(match(c18;a$1:a$1000;0));isnumber(match(h18;a$1:a$1000;0));isnumber(match(d18;a$1:a$1000;0));isnumber(match(i18;a$1:a$1000;0));isnumber(match(e18;a$1:a$1000;0));isnumber(match(j18;a$1:a$1000;0));isnumber(match(f18;a$1:a$1000;0));isnumber(match(k18;a$1:a$1000;0));isnumber(match(g18;a$1:a$1000;0));isnumber(match(l18;a$1:a$1000;0)));0;p18)	From Tree node	01	7	""	""	""	""	""
20	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A18 = "R";isnumber(match(c18;a$1:a$1000;0));isnumber(match(h18;a$1:a$1000;0));isnumber(match(d18;a$1:a$1000;0));isnumber(match(i18;a$1:a$1000;0));isnumber(match(e18;a$1:a$1000;0));isnumber(match(j18;a$1:a$1000;0));isnumber(match(f18;a$1:a$1000;0));isnumber(match(k18;a$1:a$1000;0));isnumber(match(g18;a$1:a$1000;0));isnumber(match(l18;a$1:a$1000;0)));0;p18)	From Tree node	01	7	""	""	""	""	""
21	""	OD280_OD315< 2.115	ColorIntensity>=3.56	flavanoids< 1.4	" "	" "	OD280_OD315	ColorIntensity	flavanoids	" "	" "	0.916666666666667	1	3.71	0.916666666666667	=if(or(A22 = "R";isnumber(match(c22;a$1:a$1000;0));isnumber(match(h22;a$1:a$1000;0));isnumber(match(d22;a$1:a$1000;0));isnumber(match(i22;a$1:a$1000;0));isnumber(match(e22;a$1:a$1000;0));isnumber(match(j22;a$1:a$1000;0));isnumber(match(f22;a$1:a$1000;0));isnumber(match(k22;a$1:a$1000;0));isnumber(match(g22;a$1:a$1000;0));isnumber(match(l22;a$1:a$1000;0)));0;p22)	From Tree node		15	""	""	1	44	44
22	""	0.865384615384615	0.39344262295082	0.824561403508772							""	""	""	""	""	=if(or(A22 = "R";isnumber(match(c22;a$1:a$1000;0));isnumber(match(h22;a$1:a$1000;0));isnumber(match(d22;a$1:a$1000;0));isnumber(match(i22;a$1:a$1000;0));isnumber(match(e22;a$1:a$1000;0));isnumber(match(j22;a$1:a$1000;0));isnumber(match(f22;a$1:a$1000;0));isnumber(match(k22;a$1:a$1000;0));isnumber(match(g22;a$1:a$1000;0));isnumber(match(l22;a$1:a$1000;0)));0;p22)	From Tree node		15	""	""	""	""	""
23	""	-0.979166666666667	-0.916666666666667	-0.957446808510638							""	""	""	""	""	=if(or(A22 = "R";isnumber(match(c22;a$1:a$1000;0));isnumber(match(h22;a$1:a$1000;0));isnumber(match(d22;a$1:a$1000;0));isnumber(match(i22;a$1:a$1000;0));isnumber(match(e22;a$1:a$1000;0));isnumber(match(j22;a$1:a$1000;0));isnumber(match(f22;a$1:a$1000;0));isnumber(match(k22;a$1:a$1000;0));isnumber(match(g22;a$1:a$1000;0));isnumber(match(l22;a$1:a$1000;0)));0;p22)	From Tree node		15	""	""	""	""	""
24	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A22 = "R";isnumber(match(c22;a$1:a$1000;0));isnumber(match(h22;a$1:a$1000;0));isnumber(match(d22;a$1:a$1000;0));isnumber(match(i22;a$1:a$1000;0));isnumber(match(e22;a$1:a$1000;0));isnumber(match(j22;a$1:a$1000;0));isnumber(match(f22;a$1:a$1000;0));isnumber(match(k22;a$1:a$1000;0));isnumber(match(g22;a$1:a$1000;0));isnumber(match(l22;a$1:a$1000;0)));0;p22)	From Tree node		15	""	""	""	""	""
25	""	flavanoids< 1.4	MalicAcid>=1.64	Alcohol>=12.02	" "	" "	flavanoids	MalicAcid	Alcohol	" "	" "	0.916666666666667	0.977777777777778	3.63	0.896296296296296	=if(or(A26 = "R";isnumber(match(c26;a$1:a$1000;0));isnumber(match(h26;a$1:a$1000;0));isnumber(match(d26;a$1:a$1000;0));isnumber(match(i26;a$1:a$1000;0));isnumber(match(e26;a$1:a$1000;0));isnumber(match(j26;a$1:a$1000;0));isnumber(match(f26;a$1:a$1000;0));isnumber(match(k26;a$1:a$1000;0));isnumber(match(g26;a$1:a$1000;0));isnumber(match(l26;a$1:a$1000;0)));0;p26)	From Tree node	0111	15	""	""	1	44	45
26	""	0.824561403508772	0.3515625	0.307692307692308							""	""	""	""	""	=if(or(A26 = "R";isnumber(match(c26;a$1:a$1000;0));isnumber(match(h26;a$1:a$1000;0));isnumber(match(d26;a$1:a$1000;0));isnumber(match(i26;a$1:a$1000;0));isnumber(match(e26;a$1:a$1000;0));isnumber(match(j26;a$1:a$1000;0));isnumber(match(f26;a$1:a$1000;0));isnumber(match(k26;a$1:a$1000;0));isnumber(match(g26;a$1:a$1000;0));isnumber(match(l26;a$1:a$1000;0)));0;p26)	From Tree node	0111	15	""	""	""	""	""
27	""	-0.394736842105263	-0.87037037037037	-0.936170212765957							""	""	""	""	""	=if(or(A26 = "R";isnumber(match(c26;a$1:a$1000;0));isnumber(match(h26;a$1:a$1000;0));isnumber(match(d26;a$1:a$1000;0));isnumber(match(i26;a$1:a$1000;0));isnumber(match(e26;a$1:a$1000;0));isnumber(match(j26;a$1:a$1000;0));isnumber(match(f26;a$1:a$1000;0));isnumber(match(k26;a$1:a$1000;0));isnumber(match(g26;a$1:a$1000;0));isnumber(match(l26;a$1:a$1000;0)));0;p26)	From Tree node	0111	15	""	""	""	""	""
28	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A26 = "R";isnumber(match(c26;a$1:a$1000;0));isnumber(match(h26;a$1:a$1000;0));isnumber(match(d26;a$1:a$1000;0));isnumber(match(i26;a$1:a$1000;0));isnumber(match(e26;a$1:a$1000;0));isnumber(match(j26;a$1:a$1000;0));isnumber(match(f26;a$1:a$1000;0));isnumber(match(k26;a$1:a$1000;0));isnumber(match(g26;a$1:a$1000;0));isnumber(match(l26;a$1:a$1000;0)));0;p26)	From Tree node	0111	15	""	""	""	""	""
29	""	flavanoids< 1.4	AlcalinityOfAsh>=17.25	" "	" "	" "	flavanoids	AlcalinityOfAsh	" "	" "	" "	0.979166666666667	0.903846153846154	3.35	0.885016025641026	=if(or(A30 = "R";isnumber(match(c30;a$1:a$1000;0));isnumber(match(h30;a$1:a$1000;0));isnumber(match(d30;a$1:a$1000;0));isnumber(match(i30;a$1:a$1000;0));isnumber(match(e30;a$1:a$1000;0));isnumber(match(j30;a$1:a$1000;0));isnumber(match(f30;a$1:a$1000;0));isnumber(match(k30;a$1:a$1000;0));isnumber(match(g30;a$1:a$1000;0));isnumber(match(l30;a$1:a$1000;0)));0;p30)	ShorterRule	0112	29	1	2	1	47	52
30	""	0.824561403508772	0.366412213740458								""	""	""	""	""	=if(or(A30 = "R";isnumber(match(c30;a$1:a$1000;0));isnumber(match(h30;a$1:a$1000;0));isnumber(match(d30;a$1:a$1000;0));isnumber(match(i30;a$1:a$1000;0));isnumber(match(e30;a$1:a$1000;0));isnumber(match(j30;a$1:a$1000;0));isnumber(match(f30;a$1:a$1000;0));isnumber(match(k30;a$1:a$1000;0));isnumber(match(g30;a$1:a$1000;0));isnumber(match(l30;a$1:a$1000;0)));0;p30)	ShorterRule	0112	29	1	2	""	""	""
31	""	-0.366412213740458	-0.824561403508772								""	""	""	""	""	=if(or(A30 = "R";isnumber(match(c30;a$1:a$1000;0));isnumber(match(h30;a$1:a$1000;0));isnumber(match(d30;a$1:a$1000;0));isnumber(match(i30;a$1:a$1000;0));isnumber(match(e30;a$1:a$1000;0));isnumber(match(j30;a$1:a$1000;0));isnumber(match(f30;a$1:a$1000;0));isnumber(match(k30;a$1:a$1000;0));isnumber(match(g30;a$1:a$1000;0));isnumber(match(l30;a$1:a$1000;0)));0;p30)	ShorterRule	0112	29	1	2	""	""	""
32	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A30 = "R";isnumber(match(c30;a$1:a$1000;0));isnumber(match(h30;a$1:a$1000;0));isnumber(match(d30;a$1:a$1000;0));isnumber(match(i30;a$1:a$1000;0));isnumber(match(e30;a$1:a$1000;0));isnumber(match(j30;a$1:a$1000;0));isnumber(match(f30;a$1:a$1000;0));isnumber(match(k30;a$1:a$1000;0));isnumber(match(g30;a$1:a$1000;0));isnumber(match(l30;a$1:a$1000;0)));0;p30)	ShorterRule	0112	29	1	2	""	""	""
33	""	OD280_OD315< 2.115	AlcalinityOfAsh>=17.25	" "	" "	" "	OD280_OD315	AlcalinityOfAsh	" "	" "	" "	0.9375	0.9375	3.48	0.87890625	=if(or(A34 = "R";isnumber(match(c34;a$1:a$1000;0));isnumber(match(h34;a$1:a$1000;0));isnumber(match(d34;a$1:a$1000;0));isnumber(match(i34;a$1:a$1000;0));isnumber(match(e34;a$1:a$1000;0));isnumber(match(j34;a$1:a$1000;0));isnumber(match(f34;a$1:a$1000;0));isnumber(match(k34;a$1:a$1000;0));isnumber(match(g34;a$1:a$1000;0));isnumber(match(l34;a$1:a$1000;0)));0;p34)	From Tree node	11	7	""	""	1	45	48
34	""	0.865384615384615	0.366412213740458								""	""	""	""	""	=if(or(A34 = "R";isnumber(match(c34;a$1:a$1000;0));isnumber(match(h34;a$1:a$1000;0));isnumber(match(d34;a$1:a$1000;0));isnumber(match(i34;a$1:a$1000;0));isnumber(match(e34;a$1:a$1000;0));isnumber(match(j34;a$1:a$1000;0));isnumber(match(f34;a$1:a$1000;0));isnumber(match(k34;a$1:a$1000;0));isnumber(match(g34;a$1:a$1000;0));isnumber(match(l34;a$1:a$1000;0)));0;p34)	From Tree node	11	7	""	""	""	""	""
35	""	-0.366412213740458	-0.865384615384615								""	""	""	""	""	=if(or(A34 = "R";isnumber(match(c34;a$1:a$1000;0));isnumber(match(h34;a$1:a$1000;0));isnumber(match(d34;a$1:a$1000;0));isnumber(match(i34;a$1:a$1000;0));isnumber(match(e34;a$1:a$1000;0));isnumber(match(j34;a$1:a$1000;0));isnumber(match(f34;a$1:a$1000;0));isnumber(match(k34;a$1:a$1000;0));isnumber(match(g34;a$1:a$1000;0));isnumber(match(l34;a$1:a$1000;0)));0;p34)	From Tree node	11	7	""	""	""	""	""
36	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A34 = "R";isnumber(match(c34;a$1:a$1000;0));isnumber(match(h34;a$1:a$1000;0));isnumber(match(d34;a$1:a$1000;0));isnumber(match(i34;a$1:a$1000;0));isnumber(match(e34;a$1:a$1000;0));isnumber(match(j34;a$1:a$1000;0));isnumber(match(f34;a$1:a$1000;0));isnumber(match(k34;a$1:a$1000;0));isnumber(match(g34;a$1:a$1000;0));isnumber(match(l34;a$1:a$1000;0)));0;p34)	From Tree node	11	7	""	""	""	""	""
37	""	OD280_OD315< 2.115	Hue< 0.898	" "	" "	" "	OD280_OD315	Hue	" "	" "	" "	0.895833333333333	0.977272727272727	3.62	0.875473484848485	=if(or(A38 = "R";isnumber(match(c38;a$1:a$1000;0));isnumber(match(h38;a$1:a$1000;0));isnumber(match(d38;a$1:a$1000;0));isnumber(match(i38;a$1:a$1000;0));isnumber(match(e38;a$1:a$1000;0));isnumber(match(j38;a$1:a$1000;0));isnumber(match(f38;a$1:a$1000;0));isnumber(match(k38;a$1:a$1000;0));isnumber(match(g38;a$1:a$1000;0));isnumber(match(l38;a$1:a$1000;0)));0;p38)	From Tree node	1	7	""	""	1	43	44
38	""	0.865384615384615	0.676470588235294								""	""	""	""	""	=if(or(A38 = "R";isnumber(match(c38;a$1:a$1000;0));isnumber(match(h38;a$1:a$1000;0));isnumber(match(d38;a$1:a$1000;0));isnumber(match(i38;a$1:a$1000;0));isnumber(match(e38;a$1:a$1000;0));isnumber(match(j38;a$1:a$1000;0));isnumber(match(f38;a$1:a$1000;0));isnumber(match(k38;a$1:a$1000;0));isnumber(match(g38;a$1:a$1000;0));isnumber(match(l38;a$1:a$1000;0)));0;p38)	From Tree node	1	7	""	""	""	""	""
39	""	-0.676470588235294	-0.865384615384615								""	""	""	""	""	=if(or(A38 = "R";isnumber(match(c38;a$1:a$1000;0));isnumber(match(h38;a$1:a$1000;0));isnumber(match(d38;a$1:a$1000;0));isnumber(match(i38;a$1:a$1000;0));isnumber(match(e38;a$1:a$1000;0));isnumber(match(j38;a$1:a$1000;0));isnumber(match(f38;a$1:a$1000;0));isnumber(match(k38;a$1:a$1000;0));isnumber(match(g38;a$1:a$1000;0));isnumber(match(l38;a$1:a$1000;0)));0;p38)	From Tree node	1	7	""	""	""	""	""
40	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A38 = "R";isnumber(match(c38;a$1:a$1000;0));isnumber(match(h38;a$1:a$1000;0));isnumber(match(d38;a$1:a$1000;0));isnumber(match(i38;a$1:a$1000;0));isnumber(match(e38;a$1:a$1000;0));isnumber(match(j38;a$1:a$1000;0));isnumber(match(f38;a$1:a$1000;0));isnumber(match(k38;a$1:a$1000;0));isnumber(match(g38;a$1:a$1000;0));isnumber(match(l38;a$1:a$1000;0)));0;p38)	From Tree node	1	7	""	""	""	""	""
41	""	flavanoids< 1.4	MalicAcid>=1.64	" "	" "	" "	flavanoids	MalicAcid	" "	" "	" "	0.916666666666667	0.936170212765957	3.47	0.858156028368794	=if(or(A42 = "R";isnumber(match(c42;a$1:a$1000;0));isnumber(match(h42;a$1:a$1000;0));isnumber(match(d42;a$1:a$1000;0));isnumber(match(i42;a$1:a$1000;0));isnumber(match(e42;a$1:a$1000;0));isnumber(match(j42;a$1:a$1000;0));isnumber(match(f42;a$1:a$1000;0));isnumber(match(k42;a$1:a$1000;0));isnumber(match(g42;a$1:a$1000;0));isnumber(match(l42;a$1:a$1000;0)));0;p42)	From Tree node	011123	7	""	""	1	44	47
42	""	0.824561403508772	0.3515625								""	""	""	""	""	=if(or(A42 = "R";isnumber(match(c42;a$1:a$1000;0));isnumber(match(h42;a$1:a$1000;0));isnumber(match(d42;a$1:a$1000;0));isnumber(match(i42;a$1:a$1000;0));isnumber(match(e42;a$1:a$1000;0));isnumber(match(j42;a$1:a$1000;0));isnumber(match(f42;a$1:a$1000;0));isnumber(match(k42;a$1:a$1000;0));isnumber(match(g42;a$1:a$1000;0));isnumber(match(l42;a$1:a$1000;0)));0;p42)	From Tree node	011123	7	""	""	""	""	""
43	""	-0.3515625	-0.824561403508772								""	""	""	""	""	=if(or(A42 = "R";isnumber(match(c42;a$1:a$1000;0));isnumber(match(h42;a$1:a$1000;0));isnumber(match(d42;a$1:a$1000;0));isnumber(match(i42;a$1:a$1000;0));isnumber(match(e42;a$1:a$1000;0));isnumber(match(j42;a$1:a$1000;0));isnumber(match(f42;a$1:a$1000;0));isnumber(match(k42;a$1:a$1000;0));isnumber(match(g42;a$1:a$1000;0));isnumber(match(l42;a$1:a$1000;0)));0;p42)	From Tree node	011123	7	""	""	""	""	""
44	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A42 = "R";isnumber(match(c42;a$1:a$1000;0));isnumber(match(h42;a$1:a$1000;0));isnumber(match(d42;a$1:a$1000;0));isnumber(match(i42;a$1:a$1000;0));isnumber(match(e42;a$1:a$1000;0));isnumber(match(j42;a$1:a$1000;0));isnumber(match(f42;a$1:a$1000;0));isnumber(match(k42;a$1:a$1000;0));isnumber(match(g42;a$1:a$1000;0));isnumber(match(l42;a$1:a$1000;0)));0;p42)	From Tree node	011123	7	""	""	""	""	""
45	""	OD280_OD315< 2.115	MalicAcid>=1.64	" "	" "	" "	OD280_OD315	MalicAcid	" "	" "	" "	0.875	0.976744186046512	3.62	0.854651162790698	=if(or(A46 = "R";isnumber(match(c46;a$1:a$1000;0));isnumber(match(h46;a$1:a$1000;0));isnumber(match(d46;a$1:a$1000;0));isnumber(match(i46;a$1:a$1000;0));isnumber(match(e46;a$1:a$1000;0));isnumber(match(j46;a$1:a$1000;0));isnumber(match(f46;a$1:a$1000;0));isnumber(match(k46;a$1:a$1000;0));isnumber(match(g46;a$1:a$1000;0));isnumber(match(l46;a$1:a$1000;0)));0;p46)	From Tree node	111	7	""	""	1	42	43
46	""	0.865384615384615	0.3515625								""	""	""	""	""	=if(or(A46 = "R";isnumber(match(c46;a$1:a$1000;0));isnumber(match(h46;a$1:a$1000;0));isnumber(match(d46;a$1:a$1000;0));isnumber(match(i46;a$1:a$1000;0));isnumber(match(e46;a$1:a$1000;0));isnumber(match(j46;a$1:a$1000;0));isnumber(match(f46;a$1:a$1000;0));isnumber(match(k46;a$1:a$1000;0));isnumber(match(g46;a$1:a$1000;0));isnumber(match(l46;a$1:a$1000;0)));0;p46)	From Tree node	111	7	""	""	""	""	""
